total_reviews,total_5_stars,total_paid_5_stars,total_unpaid_5_stars,percentage_paid_5_stars,percentage_unpaid_5_stars,average_rating_paid_review,average_rating_unpaid_review
79135,36720,783,35937,2.00,97.00,4.12,3.59
